pincode,district,state
741122,"NADIA","WEST BENGAL"
741123,"NADIA","WEST BENGAL"
741124,"NADIA","WEST BENGAL"
741125,"NADIA","WEST BENGAL"
741126,"NADIA","WEST BENGAL"
741127,"NADIA","WEST BENGAL"
741137,"NADIA","WEST BENGAL"
741138,"NADIA","WEST BENGAL"
741139,"NADIA","WEST BENGAL"
741140,"NADIA","WEST BENGAL"
741150,"NADIA","WEST BENGAL"
741151,"NADIA","WEST BENGAL"
741152,"NADIA","WEST BENGAL"
741153,"NADIA","WEST BENGAL"
741154,"NADIA","WEST BENGAL"
741155,"NADIA","WEST BENGAL"
741156,"NADIA","WEST BENGAL"
741157,"NADIA","WEST BENGAL"
741158,"NADIA","WEST BENGAL"
741159,"NADIA","WEST BENGAL"
741160,"NADIA","WEST BENGAL"
741161,"NADIA","WEST BENGAL"
741162,"NADIA","WEST BENGAL"
741163,"NADIA","WEST BENGAL"
741164,"NADIA","WEST BENGAL"
741165,"NADIA","WEST BENGAL"
741166,"NADIA","WEST BENGAL"
741167,"NADIA","WEST BENGAL"
741181,"NADIA","WEST BENGAL"
741201,"NADIA","WEST BENGAL"
741202,"NADIA","WEST BENGAL"
741221,"NADIA","WEST BENGAL"
741222,"NADIA","WEST BENGAL"
741223,"NADIA","WEST BENGAL"
741232,"NADIA","WEST BENGAL"
741234,"NADIA","WEST BENGAL"
741235,"NADIA","WEST BENGAL"
741238,"NADIA","WEST BENGAL"
741245,"NADIA","WEST BENGAL"
741246,"NADIA","WEST BENGAL"
741247,"NADIA","WEST BENGAL"
741248,"NADIA","WEST BENGAL"
741249,"NADIA","WEST BENGAL"
741250,"NADIA","WEST BENGAL"
741251,"NADIA","WEST BENGAL"
741252,"NADIA","WEST BENGAL"
741253,"NADIA","WEST BENGAL"
741254,"NADIA","WEST BENGAL"
741255,"NADIA","WEST BENGAL"
741256,"NADIA","WEST BENGAL"
741257,"NADIA","WEST BENGAL"
741301,"NADIA","WEST BENGAL"
741302,"NADIA","WEST BENGAL"
741313,"NADIA","WEST BENGAL"
741315,"NADIA","WEST BENGAL"
741316,"NADIA","WEST BENGAL"
741317,"NADIA","WEST BENGAL"
741319,"PURBA BARDHAMAN","WEST BENGAL"
741401,"NADIA","WEST BENGAL"
741402,"NADIA","WEST BENGAL"
741404,"NADIA","WEST BENGAL"
741501,"NADIA","WEST BENGAL"
741502,"NADIA","WEST BENGAL"
741503,"NADIA","WEST BENGAL"
741504,"NADIA","WEST BENGAL"
741505,"NADIA","WEST BENGAL"
741506,"NADIA","WEST BENGAL"
741507,"NADIA","WEST BENGAL"
741508,"NADIA","WEST BENGAL"
741509,"NADIA","WEST BENGAL"
742101,"MURSHIDABAD","WEST BENGAL"
742102,"MURSHIDABAD","WEST BENGAL"
742103,"MURSHIDABAD","WEST BENGAL"
742104,"MURSHIDABAD","WEST BENGAL"
742113,"MURSHIDABAD","WEST BENGAL"
742121,"MURSHIDABAD","WEST BENGAL"
742122,"MURSHIDABAD","WEST BENGAL"
742123,"MURSHIDABAD","WEST BENGAL"
742132,"MURSHIDABAD","WEST BENGAL"
742133,"MURSHIDABAD","WEST BENGAL"
742134,"MURSHIDABAD","WEST BENGAL"
742135,"MURSHIDABAD","WEST BENGAL"
742136,"MURSHIDABAD","WEST BENGAL"
742137,"MURSHIDABAD","WEST BENGAL"
742138,"MURSHIDABAD","WEST BENGAL"
742140,"MURSHIDABAD","WEST BENGAL"
742147,"MURSHIDABAD","WEST BENGAL"
742148,"MURSHIDABAD","WEST BENGAL"
742149,"MURSHIDABAD","WEST BENGAL"
742151,"MURSHIDABAD","WEST BENGAL"
742159,"MURSHIDABAD","WEST BENGAL"
742160,"MURSHIDABAD","WEST BENGAL"
742161,"MURSHIDABAD","WEST BENGAL"
742163,"MURSHIDABAD","WEST BENGAL"
742164,"MURSHIDABAD","WEST BENGAL"
742165,"MURSHIDABAD","WEST BENGAL"
742166,"MURSHIDABAD","WEST BENGAL"
742168,"MURSHIDABAD","WEST BENGAL"
742174,"MURSHIDABAD","WEST BENGAL"
742175,"MURSHIDABAD","WEST BENGAL"
742184,"MURSHIDABAD","WEST BENGAL"
742187,"MURSHIDABAD","WEST BENGAL"
742189,"MURSHIDABAD","WEST BENGAL"
742201,"MURSHIDABAD","WEST BENGAL"
742202,"MURSHIDABAD","WEST BENGAL"
742212,"MURSHIDABAD","WEST BENGAL"
742213,"MURSHIDABAD","WEST BENGAL"
742223,"MURSHIDABAD","WEST BENGAL"
742224,"MURSHIDABAD","WEST BENGAL"
742225,"MURSHIDABAD","WEST BENGAL"
742226,"MURSHIDABAD","WEST BENGAL"
742227,"MURSHIDABAD","WEST BENGAL"
742235,"MURSHIDABAD","WEST BENGAL"
742236,"MURSHIDABAD","WEST BENGAL"
742237,"MURSHIDABAD","WEST BENGAL"
742238,"MURSHIDABAD","WEST BENGAL"
742301,"MURSHIDABAD","WEST BENGAL"
742302,"MURSHIDABAD","WEST BENGAL"
742303,"MURSHIDABAD","WEST BENGAL"
742304,"MURSHIDABAD","WEST BENGAL"
742305,"MURSHIDABAD","WEST BENGAL"
742306,"MURSHIDABAD","WEST BENGAL"
742308,"MURSHIDABAD","WEST BENGAL"
742401,"MURSHIDABAD","WEST BENGAL"
742402,"MURSHIDABAD","WEST BENGAL"
742404,"MURSHIDABAD","WEST BENGAL"
742405,"MURSHIDABAD","WEST BENGAL"
742406,"MURSHIDABAD","WEST BENGAL"
742407,"MURSHIDABAD","WEST BENGAL"
742408,"MURSHIDABAD","WEST BENGAL"
742409,"MURSHIDABAD","WEST BENGAL"
742410,"MURSHIDABAD","WEST BENGAL"
743122,"24 PARAGANAS NORTH","WEST BENGAL"
743123,"24 PARAGANAS NORTH","WEST BENGAL"
743124,"24 PARAGANAS NORTH","WEST BENGAL"
743125,"24 PARAGANAS NORTH","WEST BENGAL"
743126,"24 PARAGANAS NORTH","WEST BENGAL"
743127,"24 PARAGANAS NORTH","WEST BENGAL"
743128,"24 PARAGANAS NORTH","WEST BENGAL"
743129,"24 PARAGANAS NORTH","WEST BENGAL"
743130,"24 PARAGANAS NORTH","WEST BENGAL"
743133,"24 PARAGANAS NORTH","WEST BENGAL"
743134,"24 PARAGANAS NORTH","WEST BENGAL"
743135,"24 PARAGANAS NORTH","WEST BENGAL"
743136,"24 PARAGANAS NORTH","WEST BENGAL"
743144,"24 PARAGANAS NORTH","WEST BENGAL"
743145,"24 PARAGANAS NORTH","WEST BENGAL"
743165,"24 PARAGANAS NORTH","WEST BENGAL"
743166,"24 PARAGANAS NORTH","WEST BENGAL"
743193,"24 PARAGANAS NORTH","WEST BENGAL"
743194,"24 PARAGANAS NORTH","WEST BENGAL"
743221,"24 PARAGANAS NORTH","WEST BENGAL"
743222,"24 PARAGANAS NORTH","WEST BENGAL"
743223,"24 PARAGANAS NORTH","WEST BENGAL"
743232,"24 PARAGANAS NORTH","WEST BENGAL"
743233,"24 PARAGANAS NORTH","WEST BENGAL"
743234,"24 PARAGANAS NORTH","WEST BENGAL"
743235,"24 PARAGANAS NORTH","WEST BENGAL"
743245,"24 PARAGANAS NORTH","WEST BENGAL"
743247,"24 PARAGANAS NORTH","WEST BENGAL"
743248,"24 PARAGANAS NORTH","WEST BENGAL"
743249,"24 PARAGANAS NORTH","WEST BENGAL"
743251,"24 PARAGANAS NORTH","WEST BENGAL"
743252,"24 PARAGANAS NORTH","WEST BENGAL"
743262,"24 PARAGANAS NORTH","WEST BENGAL"
743263,"24 PARAGANAS NORTH","WEST BENGAL"
743268,"24 PARAGANAS NORTH","WEST BENGAL"
743270,"24 PARAGANAS NORTH","WEST BENGAL"
743271,"24 PARAGANAS NORTH","WEST BENGAL"
743272,"24 PARAGANAS NORTH","WEST BENGAL"
743273,"24 PARAGANAS NORTH","WEST BENGAL"
743286,"24 PARAGANAS NORTH","WEST BENGAL"
743287,"24 PARAGANAS NORTH","WEST BENGAL"
743289,"24 PARAGANAS NORTH","WEST BENGAL"
743290,"24 PARAGANAS NORTH","WEST BENGAL"
743291,"24 PARAGANAS NORTH","WEST BENGAL"
743292,"24 PARAGANAS NORTH","WEST BENGAL"
743293,"24 PARAGANAS NORTH","WEST BENGAL"
743294,"24 PARAGANAS NORTH","WEST BENGAL"
743297,"24 PARAGANAS NORTH","WEST BENGAL"
743312,"24 PARAGANAS SOUTH","WEST BENGAL"
743318,"24 PARAGANAS SOUTH","WEST BENGAL"
743329,"24 PARAGANAS NORTH","WEST BENGAL"
743330,"24 PARAGANAS SOUTH","WEST BENGAL"
743331,"24 PARAGANAS SOUTH","WEST BENGAL"
743332,"24 PARAGANAS SOUTH","WEST BENGAL"
743336,"24 PARAGANAS SOUTH","WEST BENGAL"
743337,"24 PARAGANAS SOUTH","WEST BENGAL"
743338,"24 PARAGANAS SOUTH","WEST BENGAL"
743345,"24 PARAGANAS SOUTH","WEST BENGAL"
743347,"24 PARAGANAS SOUTH","WEST BENGAL"
743348,"24 PARAGANAS SOUTH","WEST BENGAL"
743349,"24 PARAGANAS SOUTH","WEST BENGAL"
743351,"24 PARAGANAS SOUTH","WEST BENGAL"
743354,"24 PARAGANAS SOUTH","WEST BENGAL"
743355,"24 PARAGANAS SOUTH","WEST BENGAL"
743356,"24 PARAGANAS SOUTH","WEST BENGAL"
743357,"24 PARAGANAS SOUTH","WEST BENGAL"
743363,"24 PARAGANAS SOUTH","WEST BENGAL"
743368,"24 PARAGANAS SOUTH","WEST BENGAL"
743370,"24 PARAGANAS SOUTH","WEST BENGAL"
743371,"24 PARAGANAS SOUTH","WEST BENGAL"
743372,"24 PARAGANAS SOUTH","WEST BENGAL"
743373,"24 PARAGANAS SOUTH","WEST BENGAL"
743374,"24 PARAGANAS SOUTH","WEST BENGAL"
743375,"24 PARAGANAS SOUTH","WEST BENGAL"
743376,"24 PARAGANAS SOUTH","WEST BENGAL"
743377,"24 PARAGANAS SOUTH","WEST BENGAL"
743378,"24 PARAGANAS SOUTH","WEST BENGAL"
743383,"24 PARAGANAS SOUTH","WEST BENGAL"
743387,"24 PARAGANAS SOUTH","WEST BENGAL"
743395,"24 PARAGANAS SOUTH","WEST BENGAL"
743399,"24 PARAGANAS SOUTH","WEST BENGAL"
743401,"24 PARAGANAS NORTH","WEST BENGAL"
743405,"24 PARAGANAS NORTH","WEST BENGAL"
743411,"24 PARAGANAS NORTH","WEST BENGAL"
743412,"24 PARAGANAS NORTH","WEST BENGAL"
743422,"24 PARAGANAS NORTH","WEST BENGAL"
743423,"24 PARAGANAS NORTH","WEST BENGAL"
743424,"24 PARAGANAS NORTH","WEST BENGAL"
743425,"24 PARAGANAS NORTH","WEST BENGAL"
743426,"24 PARAGANAS NORTH","WEST BENGAL"
743427,"24 PARAGANAS NORTH","WEST BENGAL"
743428,"24 PARAGANAS NORTH","WEST BENGAL"
743429,"24 PARAGANAS NORTH","WEST BENGAL"
743435,"24 PARAGANAS NORTH","WEST BENGAL"
743437,"24 PARAGANAS NORTH","WEST BENGAL"
743438,"24 PARAGANAS NORTH","WEST BENGAL"
743439,"24 PARAGANAS NORTH","WEST BENGAL"
743442,"24 PARAGANAS NORTH","WEST BENGAL"
743445,"24 PARAGANAS NORTH","WEST BENGAL"
743446,"24 PARAGANAS NORTH","WEST BENGAL"
743456,"24 PARAGANAS NORTH","WEST BENGAL"
743502,"24 PARAGANAS SOUTH","WEST BENGAL"
743503,"24 PARAGANAS SOUTH","WEST BENGAL"
743504,"24 PARAGANAS SOUTH","WEST BENGAL"
743513,"24 PARAGANAS SOUTH","WEST BENGAL"
743609,"24 PARAGANAS SOUTH","WEST BENGAL"
743610,"24 PARAGANAS SOUTH","WEST BENGAL"
743611,"24 PARAGANAS SOUTH","WEST BENGAL"
743613,"24 PARAGANAS SOUTH","WEST BENGAL"
743701,"24 PARAGANAS NORTH","WEST BENGAL"
743702,"24 PARAGANAS NORTH","WEST BENGAL"
743704,"24 PARAGANAS NORTH","WEST BENGAL"
743710,"24 PARAGANAS NORTH","WEST BENGAL"
743711,"24 PARAGANAS NORTH","WEST BENGAL"
744101,"SOUTH ANDAMANS","ANDAMAN AND NICOBAR ISLANDS"
744102,"SOUTH ANDAMANS","ANDAMAN AND NICOBAR ISLANDS"
744103,"SOUTH ANDAMANS","ANDAMAN AND NICOBAR ISLANDS"
744104,"SOUTH ANDAMANS","ANDAMAN AND NICOBAR ISLANDS"
744105,"SOUTH ANDAMANS","ANDAMAN AND NICOBAR ISLANDS"
744106,"SOUTH ANDAMANS","ANDAMAN AND NICOBAR ISLANDS"
744107,"SOUTH ANDAMANS","ANDAMAN AND NICOBAR ISLANDS"
744112,"SOUTH ANDAMANS","ANDAMAN AND NICOBAR ISLANDS"
744201,"NORTH AND MIDDLE ANDAMAN","ANDAMAN AND NICOBAR ISLANDS"
744202,"NORTH AND MIDDLE ANDAMAN","ANDAMAN AND NICOBAR ISLANDS"
744203,"NORTH AND MIDDLE ANDAMAN","ANDAMAN AND NICOBAR ISLANDS"
744204,"NORTH AND MIDDLE ANDAMAN","ANDAMAN AND NICOBAR ISLANDS"
744205,"NORTH AND MIDDLE ANDAMAN","ANDAMAN AND NICOBAR ISLANDS"
744206,"SOUTH ANDAMANS","ANDAMAN AND NICOBAR ISLANDS"
744207,"SOUTH ANDAMANS","ANDAMAN AND NICOBAR ISLANDS"
744209,"NORTH AND MIDDLE ANDAMAN","ANDAMAN AND NICOBAR ISLANDS"
744210,"NORTH AND MIDDLE ANDAMAN","ANDAMAN AND NICOBAR ISLANDS"
744211,"SOUTH ANDAMANS","ANDAMAN AND NICOBAR ISLANDS"
744301,"NICOBARS","ANDAMAN AND NICOBAR ISLANDS"
744302,"NICOBARS","ANDAMAN AND NICOBAR ISLANDS"
744303,"NICOBARS","ANDAMAN AND NICOBAR ISLANDS"
744304,"NICOBARS","ANDAMAN AND NICOBAR ISLANDS"
751001,"KHORDHA","ODISHA"
751002,"KHORDHA","ODISHA"
751003,"KHORDHA","ODISHA"
751004,"KHORDHA","ODISHA"
751005,"KHORDHA","ODISHA"
751006,"KHORDHA","ODISHA"
751007,"KHORDHA","ODISHA"
751008,"KHORDHA","ODISHA"
751009,"KHORDHA","ODISHA"
751010,"KHORDHA","ODISHA"
751011,"KHORDHA","ODISHA"
751012,"KHORDHA","ODISHA"
751013,"KHORDHA","ODISHA"
751014,"KHORDHA","ODISHA"
751015,"KHORDHA","ODISHA"
751016,"KHORDHA","ODISHA"
751017,"KHORDHA","ODISHA"
751018,"KHORDHA","ODISHA"
751019,"KHORDHA","ODISHA"
751020,"KHORDHA","ODISHA"
751021,"KHORDHA","ODISHA"
751022,"KHORDHA","ODISHA"
751023,"KHORDHA","ODISHA"
751024,"KHORDHA","ODISHA"
751025,"KHORDHA","ODISHA"
751026,"KHORDHA","ODISHA"
751028,"KHORDHA","ODISHA"
751029,"KHORDHA","ODISHA"
751030,"KHORDHA","ODISHA"
751031,"KHORDHA","ODISHA"
751032,"KHORDHA","ODISHA"
751033,"KHORDHA","ODISHA"
751034,"KHORDHA","ODISHA"
751035,"KHORDHA","ODISHA"
752001,"PURI","ODISHA"
752002,"PURI","ODISHA"
752003,"PURI","ODISHA"
752004,"PURI","ODISHA"
752010,"PURI","ODISHA"
752011,"PURI","ODISHA"
752012,"PURI","ODISHA"
752013,"PURI","ODISHA"
752014,"PURI","ODISHA"
752015,"PURI","ODISHA"
752016,"PURI","ODISHA"
752017,"PURI","ODISHA"
752018,"KHORDHA","ODISHA"
752019,"PURI","ODISHA"
752020,"KHORDHA","ODISHA"
752021,"KHORDHA","ODISHA"
752022,"KHORDHA","ODISHA"
752023,"KHORDHA","ODISHA"
752024,"NAYAGARH","ODISHA"
752025,"NAYAGARH","ODISHA"
752026,"NAYAGARH","ODISHA"
752027,"KHORDHA","ODISHA"
752030,"KHORDHA","ODISHA"
752031,"KHORDHA","ODISHA"
752032,"PURI","ODISHA"
752034,"KHORDHA","ODISHA"
752035,"KHORDHA","ODISHA"
752037,"KHORDHA","ODISHA"
752038,"KHORDHA","ODISHA"
752045,"PURI","ODISHA"
752046,"PURI","ODISHA"
752050,"KHORDHA","ODISHA"
752054,"KHORDHA","ODISHA"
752055,"KHORDHA","ODISHA"
752056,"KHORDHA","ODISHA"
752057,"KHORDHA","ODISHA"
752060,"KHORDHA","ODISHA"
752061,"KHORDHA","ODISHA"
752062,"KHORDHA","ODISHA"
752063,"NAYAGARH","ODISHA"
752064,"KHORDHA","ODISHA"
752065,"NAYAGARH","ODISHA"
752066,"KHORDHA","ODISHA"
752068,"NAYAGARH","ODISHA"
752069,"NAYAGARH","ODISHA"
752070,"NAYAGARH","ODISHA"
752077,"NAYAGARH","ODISHA"
752078,"NAYAGARH","ODISHA"
752079,"NAYAGARH","ODISHA"
752080,"NAYAGARH","ODISHA"
752081,"NAYAGARH","ODISHA"
752082,"NAYAGARH","ODISHA"
752083,"NAYAGARH","ODISHA"
752084,"NAYAGARH","ODISHA"
752085,"NAYAGARH","ODISHA"
752089,"NAYAGARH","ODISHA"
752090,"NAYAGARH","ODISHA"
752091,"NAYAGARH","ODISHA"
752092,"NAYAGARH","ODISHA"
752093,"NAYAGARH","ODISHA"
752094,"NAYAGARH","ODISHA"
752100,"KHORDHA","ODISHA"
752101,"KHORDHA","ODISHA"
752102,"KHORDHA","ODISHA"
752103,"KHORDHA","ODISHA"
752104,"PURI","ODISHA"
752105,"PURI","ODISHA"
752106,"PURI","ODISHA"
752107,"PURI","ODISHA"
752108,"PURI","ODISHA"
752109,"PURI","ODISHA"
752110,"PURI","ODISHA"
752111,"PURI","ODISHA"
752113,"PURI","ODISHA"
752114,"PURI","ODISHA"
752115,"KHORDHA","ODISHA"
752116,"PURI","ODISHA"
752118,"PURI","ODISHA"
752119,"PURI","ODISHA"
752120,"PURI","ODISHA"
752121,"PURI","ODISHA"
753001,"CUTTACK","ODISHA"
753002,"CUTTACK","ODISHA"
753003,"CUTTACK","ODISHA"
753004,"CUTTACK","ODISHA"
753006,"CUTTACK","ODISHA"
753007,"CUTTACK","ODISHA"
753008,"CUTTACK","ODISHA"
753009,"CUTTACK","ODISHA"
753010,"CUTTACK","ODISHA"
753011,"CUTTACK","ODISHA"
753012,"CUTTACK","ODISHA"
753013,"CUTTACK","ODISHA"
753014,"CUTTACK","ODISHA"
753015,"CUTTACK","ODISHA"
753016,"CUTTACK","ODISHA"
754001,"CUTTACK","ODISHA"
754002,"CUTTACK","ODISHA"
754003,"CUTTACK","ODISHA"
754004,"CUTTACK","ODISHA"
754005,"CUTTACK","ODISHA"
754006,"CUTTACK","ODISHA"
754007,"CUTTACK","ODISHA"
754008,"CUTTACK","ODISHA"
754009,"CUTTACK","ODISHA"
754010,"CUTTACK","ODISHA"
754011,"CUTTACK","ODISHA"
754012,"KHORDHA","ODISHA"
754013,"CUTTACK","ODISHA"
754018,"CUTTACK","ODISHA"
754021,"CUTTACK","ODISHA"
754022,"CUTTACK","ODISHA"
754023,"JAJAPUR","ODISHA"
754024,"JAJAPUR","ODISHA"
754025,"CUTTACK","ODISHA"
754026,"CUTTACK","ODISHA"
754027,"CUTTACK","ODISHA"
754028,"CUTTACK","ODISHA"
754029,"CUTTACK","ODISHA"
754030,"CUTTACK","ODISHA"
754031,"CUTTACK","ODISHA"
754032,"CUTTACK","ODISHA"
754034,"CUTTACK","ODISHA"
754035,"CUTTACK","ODISHA"
754037,"CUTTACK","ODISHA"
754071,"CUTTACK","ODISHA"
754082,"JAJAPUR","ODISHA"
754100,"CUTTACK","ODISHA"
754102,"JAGATSINGHAPUR","ODISHA"
754103,"JAGATSINGHAPUR","ODISHA"
754104,"JAGATSINGHAPUR","ODISHA"
754105,"CUTTACK","ODISHA"
754106,"JAGATSINGHAPUR","ODISHA"
754107,"JAGATSINGHAPUR","ODISHA"
754108,"JAGATSINGHAPUR","ODISHA"
754109,"JAGATSINGHAPUR","ODISHA"
754110,"JAGATSINGHAPUR","ODISHA"
754111,"JAGATSINGHAPUR","ODISHA"
754112,"CUTTACK","ODISHA"
754113,"JAGATSINGHAPUR","ODISHA"
754114,"JAGATSINGHAPUR","ODISHA"
754119,"JAGATSINGHAPUR","ODISHA"
754120,"JAGATSINGHAPUR","ODISHA"
754130,"CUTTACK","ODISHA"
754131,"CUTTACK","ODISHA"
754132,"JAGATSINGHAPUR","ODISHA"
754133,"JAGATSINGHAPUR","ODISHA"
754134,"CUTTACK","ODISHA"
754135,"KENDRAPARA","ODISHA"
754136,"JAGATSINGHAPUR","ODISHA"
754137,"JAGATSINGHAPUR","ODISHA"
754138,"JAGATSINGHAPUR","ODISHA"
754139,"JAGATSINGHAPUR","ODISHA"
754140,"JAGATSINGHAPUR","ODISHA"
754141,"JAGATSINGHAPUR","ODISHA"
754142,"JAGATSINGHAPUR","ODISHA"
754145,"JAGATSINGHAPUR","ODISHA"
754153,"KENDRAPARA","ODISHA"
754160,"JAGATSINGHAPUR","ODISHA"
754162,"KENDRAPARA","ODISHA"
754200,"CUTTACK","ODISHA"
754201,"CUTTACK","ODISHA"
754202,"CUTTACK","ODISHA"
754203,"CUTTACK","ODISHA"
754204,"CUTTACK","ODISHA"
754205,"JAJAPUR","ODISHA"
754206,"CUTTACK","ODISHA"
754207,"CUTTACK","ODISHA"
754208,"KENDRAPARA","ODISHA"
754209,"CUTTACK","ODISHA"
754210,"KENDRAPARA","ODISHA"
754211,"KENDRAPARA","ODISHA"
754212,"KENDRAPARA","ODISHA"
754213,"KENDRAPARA","ODISHA"
754214,"KENDRAPARA","ODISHA"
754215,"KENDRAPARA","ODISHA"
754216,"KENDRAPARA","ODISHA"
754217,"KENDRAPARA","ODISHA"
754218,"KENDRAPARA","ODISHA"
754219,"KENDRAPARA","ODISHA"
754220,"KENDRAPARA","ODISHA"
754221,"CUTTACK","ODISHA"
754222,"KENDRAPARA","ODISHA"
754223,"KENDRAPARA","ODISHA"
754224,"KENDRAPARA","ODISHA"
754225,"KENDRAPARA","ODISHA"
754227,"KENDRAPARA","ODISHA"
754228,"KENDRAPARA","ODISHA"
754231,"KENDRAPARA","ODISHA"
754239,"KENDRAPARA","ODISHA"
754240,"KENDRAPARA","ODISHA"
754244,"KENDRAPARA","ODISHA"
754245,"KENDRAPARA","ODISHA"
754246,"KENDRAPARA","ODISHA"
754248,"KENDRAPARA","ODISHA"
754250,"KENDRAPARA","ODISHA"
754253,"KENDRAPARA","ODISHA"
754289,"KENDRAPARA","ODISHA"
754290,"CUTTACK","ODISHA"
754292,"JAJAPUR","ODISHA"
754293,"CUTTACK","ODISHA"
754294,"JAGATSINGHAPUR","ODISHA"
754295,"CUTTACK","ODISHA"
754296,"JAJAPUR","ODISHA"
754297,"CUTTACK","ODISHA"
754298,"CUTTACK","ODISHA"
754299,"CUTTACK","ODISHA"
755001,"JAJAPUR","ODISHA"
755003,"JAJAPUR","ODISHA"
755004,"JAJAPUR","ODISHA"
755005,"JAJAPUR","ODISHA"
755006,"JAJAPUR","ODISHA"
755007,"JAJAPUR","ODISHA"
755008,"JAJAPUR","ODISHA"
755009,"JAJAPUR","ODISHA"
755010,"JAJAPUR","ODISHA"
755011,"JAJAPUR","ODISHA"
755012,"JAJAPUR","ODISHA"
755013,"JAJAPUR","ODISHA"
755014,"JAJAPUR","ODISHA"
755015,"JAJAPUR","ODISHA"
755016,"JAJAPUR","ODISHA"
755017,"JAJAPUR","ODISHA"
755018,"JAJAPUR","ODISHA"
755019,"JAJAPUR","ODISHA"
755020,"JAJAPUR","ODISHA"
755022,"JAJAPUR","ODISHA"
755023,"JAJAPUR","ODISHA"
755024,"JAJAPUR","ODISHA"
755025,"JAJAPUR","ODISHA"
755026,"JAJAPUR","ODISHA"
755027,"JAJAPUR","ODISHA"
755028,"JAJAPUR","ODISHA"
755036,"JAJAPUR","ODISHA"
755043,"JAJAPUR","ODISHA"
755044,"JAJAPUR","ODISHA"
755049,"JAJAPUR","ODISHA"
755050,"JAJAPUR","ODISHA"
755051,"JAJAPUR","ODISHA"
755061,"KENDRAPARA","ODISHA"
755062,"JAJAPUR","ODISHA"
755063,"JAJAPUR","ODISHA"
756001,"BALESHWAR","ODISHA"
756002,"BALESHWAR","ODISHA"
756003,"BALESHWAR","ODISHA"
756019,"BALESHWAR","ODISHA"
756020,"BALESHWAR","ODISHA"
756021,"BALESHWAR","ODISHA"
756022,"BALESHWAR","ODISHA"
756023,"BALESHWAR","ODISHA"
756024,"BALESHWAR","ODISHA"
756025,"BALESHWAR","ODISHA"
756026,"BALESHWAR","ODISHA"
756027,"BALESHWAR","ODISHA"
756028,"BALESHWAR","ODISHA"
756029,"BALESHWAR","ODISHA"
756030,"BALESHWAR","ODISHA"
756032,"BALESHWAR","ODISHA"
756033,"BALESHWAR","ODISHA"
756034,"BALESHWAR","ODISHA"
756035,"BALESHWAR","ODISHA"
756036,"BALESHWAR","ODISHA"
756037,"BALESHWAR","ODISHA"
756038,"BALESHWAR","ODISHA"
756039,"BALESHWAR","ODISHA"
756040,"BALESHWAR","ODISHA"
756041,"BALESHWAR","ODISHA"
756042,"BALESHWAR","ODISHA"
756043,"BALESHWAR","ODISHA"
756044,"BALESHWAR","ODISHA"
756045,"BALESHWAR","ODISHA"
756046,"BHADRAK","ODISHA"
756047,"BALESHWAR","ODISHA"
756048,"BALESHWAR","ODISHA"
756049,"BALESHWAR","ODISHA"
756050,"BALESHWAR","ODISHA"
756051,"BALESHWAR","ODISHA"
756055,"BALESHWAR","ODISHA"
756056,"BALESHWAR","ODISHA"
756058,"BALESHWAR","ODISHA"
756059,"BALESHWAR","ODISHA"
756060,"BALESHWAR","ODISHA"
756079,"BALESHWAR","ODISHA"
756080,"BALESHWAR","ODISHA"
756081,"BALESHWAR","ODISHA"
756083,"BALESHWAR","ODISHA"
756084,"BALESHWAR","ODISHA"
756085,"BALESHWAR","ODISHA"
756086,"BALESHWAR","ODISHA"
756087,"BALESHWAR","ODISHA"
756088,"BALESHWAR","ODISHA"
756089,"BALESHWAR","ODISHA"
756100,"BHADRAK","ODISHA"
756101,"BHADRAK","ODISHA"
756111,"BHADRAK","ODISHA"
756112,"BHADRAK","ODISHA"
756113,"BHADRAK","ODISHA"
756114,"BHADRAK","ODISHA"
756115,"BALESHWAR","ODISHA"
756116,"BHADRAK","ODISHA"
756117,"BHADRAK","ODISHA"
756118,"BHADRAK","ODISHA"
756119,"BHADRAK","ODISHA"
756120,"BHADRAK","ODISHA"
756121,"BHADRAK","ODISHA"
756122,"BHADRAK","ODISHA"
756123,"BHADRAK","ODISHA"
756124,"BHADRAK","ODISHA"
756125,"BHADRAK","ODISHA"
756126,"BALESHWAR","ODISHA"
756127,"BHADRAK","ODISHA"
756128,"BHADRAK","ODISHA"
756129,"BHADRAK","ODISHA"
756130,"BHADRAK","ODISHA"
756131,"BHADRAK","ODISHA"
756132,"BHADRAK","ODISHA"
756133,"BHADRAK","ODISHA"
756134,"BALESHWAR","ODISHA"
756135,"BHADRAK","ODISHA"
756137,"BHADRAK","ODISHA"
756138,"BHADRAK","ODISHA"
756139,"BHADRAK","ODISHA"
756144,"BHADRAK","ODISHA"
756162,"BHADRAK","ODISHA"
756163,"BHADRAK","ODISHA"
756164,"BHADRAK","ODISHA"
756165,"BHADRAK","ODISHA"
756166,"BALESHWAR","ODISHA"
756167,"BHADRAK","ODISHA"
756168,"BHADRAK","ODISHA"
756171,"BHADRAK","ODISHA"
756181,"BHADRAK","ODISHA"
756182,"BALESHWAR","ODISHA"
757001,"MAYURBHANJ","ODISHA"
757002,"MAYURBHANJ","ODISHA"
757003,"MAYURBHANJ","ODISHA"
757014,"MAYURBHANJ","ODISHA"
757016,"MAYURBHANJ","ODISHA"
757017,"MAYURBHANJ","ODISHA"
757018,"MAYURBHANJ","ODISHA"
757019,"MAYURBHANJ","ODISHA"
