A R burla mahila mahavidylaya, A. R. Burla Mahila Mahavidyalaya, score:0.90625
ST.Anselm's SR. SEC. School, St. Anselm's sr. Sec. School, score:0.9642857142857143
Subodh Public School ,Rambagh, Subodh Public School Jaipur, score:0.7586206896551724
Sobodh Public School, Subodh Public School,, score:0.9047619047619048
Sobodh Public School, subodh public school, score:0.95
Vivekanada Global University, Vivekanand global university, score:0.9285714285714286
Vivekanada Global University, Vivekananda global University, score:0.9655172413793104
Saint Anselm's Sr. Sec. School, St. Anselm sr. Sec. School, score:0.8
Saint Anselm's Sr. Sec. School, St. Anselm's SR. SEC. School, score:0.8666666666666667
St Anselms Sr secondary school, St. Anselm's Senior Secondary School, score:0.8333333333333334
Cambridge Court World School, Cambridge Court World School, Jaipur, score:0.7777777777777778
St anselms school, St anslemns school, score:0.8333333333333334
St anselms school, St anslems school, score:0.8823529411764706
St Anslem’s se sec school, St, Anslems sen sec school, score:0.8846153846153846
Cambridge Court World School, Cambridge court World school Jaipur, score:0.8
Cambridge Court World School, Cambridge court worlds school, score:0.9655172413793104
St Anselm  sr sec school, St Anselm Sr sec School, score:0.9583333333333334
St Anselm  sr sec school, St Anselm s sr.sec.school, score:0.88
St Anselm Sr sec school Mansarovar Jaipur, St Anselm sr sec school mansarovar, score:0.8292682926829268
St Anselm  sr sec school, St Anselm's Sr. Sec. School, score:0.8518518518518519
St Anselm  sr sec school, St Anselms Sr Sec School, score:0.9583333333333334
St Anselm  sr sec school, St Anslem's sr sec school, score:0.84
St Anselm  sr sec school, St anslem Sr Sec school, score:0.875
St anselm, St. Anselm, score:0.9
St anselm school, St. Anselm school, score:0.9411764705882353
St Anselm  sr sec school, St. Anselm sr. Sec. School, score:0.8461538461538461
St Anselm Sr sec school Mansarovar Jaipur, St. Anselm's Sr Secondary school Mansarovar Jaipur, score:0.8200000000000001
St Anselm  sr sec school, St. Anselm's Sr. Sec. School, score:0.8214285714285714
St anselm school, St. Anselm's school, score:0.8421052631578947
St Anselm Sr sec school Mansarovar Jaipur, St. Anselm's school Mansarovar, Jaipur, score:0.8048780487804879
St Anselm  sr sec school, St. Anselm's sr.sec school, score:0.8461538461538461
St Anselm  sr sec school, St. Anslem Sr. Sec. School, score:0.7692307692307692
St Anselm  sr sec school, St. Anslem sr. Sec school, score:0.8
St Anselm  sr sec school, St. Anslem's sr. Sec. school, score:0.75
St anselm school, St. Anslems school, score:0.7777777777777778
St Anselm  sr sec school, St.Anselm Sr.Sec.School, score:0.8333333333333334
St Anselm  sr sec school, St.Anselm'sSr.Sec.School, score:0.7916666666666666
St. Anslems Sr. Secondary school, St.Anslem's Sr. Sec. School, score:0.75
St Anselm  sr sec school, St.ansalmns sr.sec.school, score:0.76
St Anselm  sr sec school, St.anselm sn.sec.school, score:0.7916666666666666
St Anselm  sr sec school, St.anselm's sc. Sec. School, score:0.7777777777777778
St. Anslems Sr. Secondary school, St.anselms Sr. Secondary school, score:0.90625
Cambridge Court World School, cambrige court world school, score:0.9642857142857143
St Anselm's Senior secondary school, St. Anselm's Senior Secondary School, score:0.9722222222222222
Saint Anselm Sr. Sec. School, St. Anselm's Sr. Sec School, score:0.75
St. Anselm's sr.sec school  mansarovar, St. Anselm's sr.sec.school mansarovar, score:0.9473684210526316
St anslems school, St.anselms school, score:0.8235294117647058
Subodh Public School Rambagh Jaipur, Subodh Public School, Rambagh Crossing, score:0.7631578947368421
Subodh public school, Tagore public school, score:0.75
Maheshwari Public School, Maheshwari Public School Bagru, score:0.8
Cambridge Court World School, Cambridge Court World School, Jaipur, score:0.7777777777777778
St. Anselm's Sr. Sec. School, St.Anselm Sr. Sec School, score:0.8571428571428572
Dubodh public school, Subodh Public School, score:0.95
Subhodh public school, Subodh public school, score:0.9523809523809523
M.p.s Ajmer road bagru, MPS Ajmer Road , Bagru, score:0.8181818181818181
MPS Ajmer  Road, MPS ajmer road, score:0.9333333333333333
Mahehswari public school, Maheshwari Public school, score:0.9166666666666666
Maheshwari Public School, Bagru, Maheshwari public school bagru, score:0.967741935483871
Maheshwari Public School, Bagru, Maheshwary Public School MPS BAGRU, score:0.8529411764705882
Mahehswari public school, Maheswari Public School, score:0.9583333333333334
Maheshwari Public School Ajmer Road, Maheswari public school ajmer road bagru, score:0.825
M.p.s Ajmer road bagru, Mps Ajmer road, Bagru, score:0.8636363636363636
VIVEKANANDA GLOBAL UNIVERSITY, JAIPUR, Vivekananda global University, score:0.7837837837837838
Carmel Convent High Secondary School, Carmel Convent Higher Secondary School, score:0.9473684210526316
B. B. D Govt. College Chimanpura, B.B.D GOVT. COLLEGE CHIMANPURA, score:0.9375
B. B. D Govt. College Chimanpura, B.B.D GOVT. COLLEGE, CHIMNPURA, score:0.875
B.B.D. GOVT. COLLEGE, B.B.D.Govt. college, score:0.95
B.B.D. GOVT. COLLEGE, BBD GOVT COLLEGE, score:0.8
B. B. D Govt. College Chimanpura, BBD GOVT COLLEGE CHIMANPURA, score:0.84375
B.B.D. GOVT. COLLEGE, BBD. GOVT. COLLEGE, score:0.9
B. B. D Govt. College Chimanpura, BBD. GOVT. COLLEGE CHIMANPURA, score:0.84375
Baba Bhagwan Das Government College Chimanpura, Baba bhagwan das government college, score:0.7608695652173914
BBD GOVT.COLLAGE CHIMANPURA, BBD Govt College, Chimanpura, score:0.8928571428571429
Rajesh pilot PG College Lalsot, Rajesh pilot college lalsot, score:0.9
Rajesh pilot Government College Lalsot, Rajesh pilot government pg College lalsot, score:0.926829268292683
Rajesh pilot PG College Lalsot, Rajesh pilot govt pg College Lalsot, score:0.8571428571428572
एस.एन महिला महाविद्यालय बगवाड़ा, एस.एन. महिला महाविद्यालय बगवाड़ा, score:0.96875
एस.एन महिला महाविद्यालय बगवाड़ा, एस.एन. महिला महाविद्यालय बगवाड़ा गवाड़ा, score:0.7948717948717949
एस.एन इंटरनेशनल एकेडमी  बगवाड़ा, एस.एम इंटरनेशनल एकेडमी बगवाड़ा, score:0.935483870967742
Dr k N Modi  University, Dr.k.n.modi University, score:0.8260869565217391
Aadarsh Vidya Niketan madhyamik madar Ajmer, Aadarsh vidhya Niketan madhyamik madar Ajmer, score:0.9772727272727273
Aadarsh Vidya Niketan, Aadarsh vidhya niketan, score:0.9545454545454546
ADARSH VIDYA NIKETAN SECONDARY SCHOOL, Aadarsh vidhya niketan secondary school, score:0.9487179487179487
Aadarsh Vidya Niketan, Aardarah vidya niketan, score:0.9090909090909091
Adarsh Vidhya Niketan school, Adarsh vidhia niketan school, score:0.9642857142857143
ADARSH VIDYA NIKETAN SECONDARY SCHOOL, Adarsh vidhya Niketan secondary school, score:0.9736842105263158
Aadarsh Vidya Niketan, Adarsh vidya niketan, score:0.9523809523809523
Adarsh Vidhya Niketan school, Adarsh vidya niketan mady.school, score:0.8125
ADARSH VIDYA NIKETAN SECONDARY SCHOOL, Adarsh vista niketan secondary school, score:0.9459459459459459
Aadarsh Vidya Niketan, Ardhash Vidya Niketan, score:0.8571428571428572
Eng college , ajmer, Engg colleg ajmer, score:0.7894736842105263
Government Engineering College , Ajmer, Government Engineering College of Ajmer, score:0.9487179487179487
Government Engineering College , Ajmer, Government Engineering College, Ajmer, score:0.9736842105263158
Government Engineering College , Ajmer, Government Engineering college Ajmer, score:0.9473684210526316
Engineering college Ajmer, Govt. Engineering college Ajmer, score:0.8064516129032258
Govt. Girls sr sec. School, Govt. Girls sr. Sec school, score:0.9230769230769231
Engineering college Ajmer, Govt.Engineering college Ajmer, score:0.8333333333333334
Maheshwari Public School, Maheshwari Public School Ajmer, score:0.8
Maheshwari Public School, Maheshwari public school , ajmer, score:0.75
Maheshwari Public School, Maheshweri public school, score:0.9583333333333334
Maheshwari Public School, Maheswari public school, score:0.9583333333333334
Mayoor school ,Ajmer., Mayoor school,Ajmer, score:0.9047619047619048
Maheshwari Public School, Mps( Maheshwari Public School), score:0.8
S . A . M  Adarsh Vidya Niketan, S . A . M Adarsh Vidya Niketan, score:0.967741935483871
S A M a V N, S a m m a v n, score:0.8461538461538461
S. A. M. A. V. N, S. A. M. M. A. V. N, score:0.8421052631578947
A.V. N. Bhagwan ganj ajmer, S.A.A.V.N.Bhagwan ganj ajmer, score:0.7857142857142857
S. A. M. A. V. N bhagwan ganj ajmer, S.A.M.A.V.N Bhagvan ganj Ajmer, score:0.8285714285714285
S. A. M. A. V. N bhagwan ganj ajmer, S.A.M.A.V.N bhagwan ganj ajmer, score:0.8571428571428572
S. A. M. A. V. N bhagwan ganj ajmer, S.A.M.A.V.NBhagvan ganj ajmer, score:0.8
S.A.M.A.V.N, S.A.M.A.VN, score:0.9090909090909091
S. A. M. A. V. N bhagwan ganj ajmer, S.A.M.A.v.N bagwan Ganj ajmer, score:0.8285714285714285
Aadarsh Vidya Niketan, S.A.MAdarsh Vidya Niketan, score:0.84
S.A.M.A.V.N, S.a.m.a.g.n, score:0.9090909090909091
S.A.M.A.V.N, S.a.m.a.v.n., score:0.9166666666666666
Shaheed Avinash Maheshwari Aadarsh Vidya, Shahid Avinash Maheshwari Aadarsh, score:0.8
Saint Francis sr sec school, St Francis Sr Sec School, score:0.8888888888888888
Saint Francis sr sec school, St. Francis Sr. Sec. School, score:0.7777777777777778
S.A.M.A.V.N, St.a.m.a.v.n, score:0.9166666666666666
Aadarsh Vidya Niketan, adarsh vidhya niketan, score:0.9047619047619048
Engineering College Ajmer, Govt.engineeringcollege,ajmer, score:0.7586206896551724
Maheshwari Public School, Maheshwari Public School , Ajmer, score:0.75
Adarsh vidhan niketan madar ajmer, Adarsh vidya niketan ,madar ajmer, score:0.9090909090909091
ADARSH VIDIYA MANDIR SECONDARY SCHOOL, ADARSH VIDYA MANDIR SECONDARY SCCHOOL, score:0.9459459459459459
ADARSH VIDIYA MANDIR SECONDARY SCHOOL, ADARSH VIDYA MANDIR SECONDARY SCHOOL, score:0.972972972972973
A. V. M bijanagar, A. V. M. Bijanagar, score:0.9444444444444444
A. V. M bijanagar, A. V. M. Bijanahar, score:0.8888888888888888
A. V. M bijanagar, A.V.M.bijainagar, score:0.7647058823529411
Aadarsh Vidya Mandir  bijai Nagar, Aadarsh Vidya Mandir Bijaynagar, score:0.9090909090909091
Aadarsh Vidya Mandir  bijai Nagar, Aadarsh Vidya Mandir bijainagar, score:0.9393939393939394
Aadarsh Vidya Mandir  bijai Nagar, Aadarsh Vidya Mandir vijaynagar, score:0.8787878787878788
Aadarsh Vidya Mandir, Aadarsh vidhya mandir, score:0.9523809523809523
Aadhrsh vedya mandir sec.  School, Aadhrsh vedya mandir sec. School, score:0.9696969696969697
Aadarsh Vidya Mandir, Adarsh Vidya Mandir, score:0.95
Aadarsh Vidya Mandir  bijai Nagar, Adarsh Vidya Mandir bijainagar, score:0.9090909090909091
Aadarsh Vidya Mandir  bijai Nagar, Adarsh vidhya mandir bijainagar, score:0.8787878787878788
AVM BIJAYNAGAR, Avm bijaynagr, score:0.9285714285714286
AVM BIJAYNAGAR, Avm bijyngr, score:0.7857142857142857
AVM Sec. School Bijaynagar, Avm school bijainagar, score:0.7692307692307692
AVM Sec. School Bijaynagar, Avm school bijaynagar, score:0.8076923076923077
AVM Sec. School Bijaynagar, Avm sec.school bijaynagar, score:0.9615384615384616
आदर्श विद्या मंदिर बिजय नगर, आदर्श विद्या मंदिर बिजयनगर, score:0.962962962962963
Government College tantoti, Government.collage.tantoti, score:0.8846153846153846
Govt collage tantoti, Govt college Tantoti, score:0.95
CENTRAL UNIVERSITY OF RAJASTHAN, Central University  Of Rajasthan, score:0.96875
CENTRAL UNIVERSITY OF RAJASTHAN, Central University of Rajasthan, Ajmer, score:0.8157894736842105
CENTRAL UNIVERSITY OF RAJASTHAN, Central University of rajsthan, score:0.967741935483871
CENTRAL UNIVERSITY OF RAJASTHAN, Central university  of  rajasthan, score:0.9393939393939394
CENTRAL UNIVERSITY OF RAJASTHAN, Centrally University of Rajasthan, score:0.9393939393939394
A.v.m sen. sec. school Beawar, A.v.m. se. Sec school Beawar, score:0.896551724137931
AVM girls secondary school beawar, AVM girls secondry school beawar, score:0.9696969696969697
AVM girls secondary school beawar, AVM secondary school beawar, score:0.8181818181818181
AVM girls secondary school beawar, AVM senior secondary school Beawar, score:0.8235294117647058
Adarsh Vidya Mandir, Adarsh vVdhya Mandir, score:0.9
Adarsh Vidhya Mandir Beawar, Adarsh vidhya mandir school, score:0.7777777777777778
AVM . SCHOOL BEAWAR, Avm school beawar, score:0.8947368421052632
Adarsh Vidya Mandir, aadarsh vidya mandir, score:0.95
JNV JOJAWAR PALI, jnv jojowar pali, score:0.9375
Hans nirvan saraswati  sr.sec.school, Hans nirwan saraswati school, score:0.75
Bangur collage Pali, bangur college pali, score:0.9473684210526316
Govt. Sen. Sec. School Chamundery pali, Govt.sr.sc.school Chamundery (Pali), score:0.7894736842105263
College of technology and Engineering, College of technology and engineering udaipur, score:0.8222222222222222
Aadarsh Vidya Mandir bijayanagar, Aadarsh Vidya Mandir bijaynagar, score:0.96875
Aadarsh Vidya Mandir, Aadarsh vidhya mandir, score:0.9523809523809523
Aadarsh Vidya Mandir, Aadersh vidhya mandir, score:0.9047619047619048
J N V HURDA, J. N V. HURDA, score:0.8461538461538461
J,N.V.Hurda, J.N.V. hurda, score:0.8333333333333334
JNV  HURDA, JNV HURDA, score:0.9
JNV  HURDA, JNV,HURDA, score:0.8
jawahar navodaya vidyalaya, hurda, jawahar navodaya vidyalaya,hurda, score:0.9696969696969697
Government commerce college kota, Government commerce college, kota, score:0.9696969696969697
Padmavati seva sansthan, Padmawati seva sansthan, score:0.9565217391304348
पद्मावती सेवा संस्थान ,चित्तोड़गढ़, पद्मावती सेवा संस्थान चितौड़गढ़, score:0.78125
पद्मावती सेवा संस्थान ,चित्तोड़गढ़, पद्मावती सेवा संस्थान चित्तौडगढ़, score:0.90625
पद्मावती सेवा संस्थान ,चित्तोड़गढ़, पद्मावती सेवा संस्थान चित्तौड़, score:0.84375
पद्मावती सेवा संस्थान ,चित्तोड़गढ़, पद्मावती सेवा संस्थान चित्तौड़गढ़, score:0.8181818181818181
U. S. Ostwal International School, U.S. Ostwal International School, score:0.9696969696969697
U. S. Ostwal International School, U.s ostwal international school, score:0.9393939393939394
U. S. Ostwal International School, Us ostwal internation school, score:0.8484848484848485
U. S. Ostwal International School, Us ostwal international school, score:0.9090909090909091
U. S. OSTWAL INTERNATIONAL SCHOOL, U. S. Ostwal International Sc, score:0.8787878787878788
U. S. OSTWAL INTERNATIONAL SCHOOL, US Ostwal International school, score:0.9090909090909091
Gsss R. C. Kheda, Gsss rc kheda, score:0.8125
GUPSDHIKRIYAKHERI, Gups dhikriya kheri, score:0.8947368421052632
Gupsbdhikdiya kheda, Ups dhikdiyakhedi, score:0.7894736842105263
Saraswati shiksha mhavidhyalay mandsour, Srsvati shiksha mhavidhalay mndsor, score:0.8461538461538461
Gss bordiya, Gsss bordiya, score:0.9166666666666666
कोटिल्य एकेडमी दलोट, कौटिल्य एकेडमी दलोट, score:0.9473684210526316
रा मा. वि. बोरदिया, रा. उ. मा. वि. बोर दिया, score:0.782608695652174
रा मा. वि. बोरदिया, रा. मा. वि. बोरदिया, score:0.9473684210526316
रा मा. वि. बोरदिया, रा.उ. मा. वि. बोरदिया, score:0.8571428571428572
रा.उ.मा.वि., रा.ज.उ.मा.वि, score:0.75
College Of Technology And Engineering Udaipur, College of Technology and Engineering, score:0.8222222222222222
College Of Technology And Engineering Udaipur, College of technology and engineerig, score:0.8
College Of Technology And Engineering Udaipur, College of technology and engineering , udaipur, score:0.9574468085106383
College Of Technology And Engineering Udaipur, College of technology and engineering, udaipur, score:0.9782608695652174
Ctae , udaipur, Ctae, udaipur, score:0.9285714285714286
Mohan Lal Sukhadia University, Mohanlal Sukhadia University, score:0.9655172413793104
Mohan Lal Sukhadia University, Mohanlal sukhadiya university, score:0.9310344827586207
St. TERESA SENIOR SECONDARY SCHOOL, St. Teresa's Senior Secondary Schoolool, score:0.8717948717948718
Mohanlal Sukhadia University, Mohanlal sukhadiya University Udaipur, score:0.7567567567567568
Mount litra zee school udaipur, Mount litra zee school, udaipur, score:0.967741935483871
College of technology and engeenering udaipur, College of technology and engineering udaipur, score:0.9333333333333333
K.V. Bharatpur, KV Bharatpur, score:0.8571428571428572
KENDRIYA VIDHALAYA BHARATPUR, Kendriya Vidhyalaya Bharatpur, score:0.9655172413793104
KENDRIYA VIDHALAYA BHARATPUR, Kendriya Vidyalay Bharatpur, score:0.9285714285714286
KENDRIYA VIDHALAYA BHARATPUR, Kendriya vidayala bharatpur, score:0.8928571428571429
Kendriya vidhalaya, Kendriya vidhyalay, score:0.8888888888888888
Kendriya vidhalaya, Kendriya vidhyalaya, score:0.9473684210526316
Kendriya vidhalaya, Kendriya vidyalaya, score:0.9444444444444444
Kendriya Vidyalay Bharatpur Rajasthan, Kendriya vidyalaya Bharatpur Rajasthan, score:0.9736842105263158
KENDRIYA VIDHALAYA BHARATPUR, Kendriya vidyalaya bharatpur, score:0.9642857142857143
KENDRIYA VIDHALAYA BHARATPUR, Kendriya vidyalaya bharatpur raj, score:0.84375
KENDRIYA VIDHALAYA BHARATPUR, Kendriya vidyalaya bharatpur raj., score:0.8181818181818181
KENDRIYA VIDHALAYA BHARATPUR, Kendriya vidyalaya bhartpur, score:0.9285714285714286
Kendriya vidhalaya, Kendriya vidyalya, score:0.8888888888888888
KENDRIYA VIDHALAYA BHARATPUR, Kendriye vidyalaya bharatpur, score:0.9285714285714286
Kendriya vidhalaya, Kindriya vidhyalaya, score:0.8947368421052632
K.V. Bharatpur, Kvs Bharatpur, score:0.8571428571428572
Govt collage uchchain, Govt college uchain, score:0.8571428571428572
Govt collage uchchain, Govt. College Uchchain, score:0.9090909090909091
Govt collage uchchain, Govt. College uchain, score:0.8095238095238095
Govt collage uchchain, Govt.collage uchain, score:0.8571428571428572
Kendriya  vidyalaya, Kendriya vidyalaya, score:0.9473684210526316
D. A. V A. C. C Public School , Lakheri, D. A. V A. C. C Public School Lakheri, score:0.9487179487179487
D. A. V A. C. C Public School , Lakheri, D.A.V A.C.C PUBLIC SCHOOL LAKHERI, score:0.8461538461538461
D.A.V A.C.C public school, D.A.V ACC PUBLIC SCHOOL, score:0.92
D. A. V A. C. C Public School , Lakheri, D.A.V acc public school lakheri, score:0.7948717948717949
D.A.V public school lakheri, D.A.V. acc public school lakheri, score:0.84375
D.A.V A.C.C public school, DAV ACC PUBLIC SCHOOL, score:0.84
D.A.V public school lakheri, DAV ACC PUBLIC SCHOOL, LAKHERI, score:0.8
DAV ACC PUBLIC SCHOOL LAKHERI BUNDI, DAV ACC public School lakheri jila Bundi, score:0.875
DAV ACC Public Schiil, Lakheri, DAV ACC public school,lakheri, score:0.9
D.A.V public school lakheri, DAV PUBLIC SCHOOL LAKHERI, score:0.9259259259259259
D.A.V A.C.C public school, Dav A.C.C public school, score:0.92
DAV ACC Public Schiil, Lakheri, Dav ACC Public School , Lakheri, score:0.9032258064516129
DAV ACC Public Schiil, Lakheri, Dav acc public school Lakheri, score:0.9
D.A.V A.C.C public school, dav acc public shool, score:0.8
D. A. V ACC PUBLIC SCHOOL LAKHERI, D.A.V  A.C.C  public school lakheri, score:0.8285714285714285
D. A. V ACC PUBLIC SCHOOL LAKHERI, DAV ACC PUBLIC SCHOOL, LAKHERI, score:0.8484848484848485
D. A. V ACC PUBLIC SCHOOL LAKHERI, DAV ACC Public school Lakheri, score:0.8787878787878788
D. A. V ACC PUBLIC SCHOOL LAKHERI, Dav public school Lakheri, score:0.7575757575757576
D.A.V ACC PUBLIC SCHOOL LAKHERI, DAV ACC PUBLIC SCHOO  LAKHERi, score:0.9032258064516129
DAV ACC PUBLIC SCHOOL, DAV PUBLIC SCHOOL, score:0.8095238095238095
DAV ACC, DAV accc, score:0.875
D.A.V. A.C.C. public school, DAV A.C.C public school, score:0.8518518518518519
DAV ACC  public school lakheri, DAV ACC PUBLIC SCHOOL LAKHERI, score:0.9666666666666667
DAV AAC Public School, DAV ACC public school, score:0.9523809523809523
DAV AAC Public School, Dav Acc  PUBLIC SCHOOL, score:0.9090909090909091
DAV ACC  public school lakheri, Dav acc public school,lakheri, score:0.9333333333333333
Kvs no. 2 kota, kvs no.2 kota, score:0.9285714285714286
Kendriya Vidyalaya No. 2 Kota, Kendriya Vidyalya No. 2, score:0.7931034482758621
Kendriya Vidyalaya No. 2 Kota, Kendriya vidhalaya no. 2 kota, score:0.9655172413793104
Government Commerce college kota, Government commerce collage kota, score:0.96875
Government Commerce college kota, Govt. Commerce College Kota, score:0.78125
Maheshwari public School, School- maheshwari public school, score:0.75
University Department, RTU Kota, University Departments, RTU, KOTA, score:0.9393939393939394
Kendriya Vidayalay Jhalawar, Kendriya Vidyalaya Jhalawar, score:0.9259259259259259
Kendriya Vidayalay Jhalawar, Kendriya vidhyalaya jhalawar, score:0.9285714285714286
Modal school _ Asnawer, Modal school _Asnawer, score:0.9545454545454546
Saraswati  shiksha mahavidyalay, Saraswati shiksha mahavidyalay, score:0.967741935483871
Saraswati shiksha mahavidyalay, Saraswati shiksha mahavidyalaya, score:0.967741935483871
Saraswati shiksha mahavidyalay, Sarswati shiksha mahavidyalaya, score:0.9333333333333333
Government College Rajgarh, Churu, Government College rajgarh, score:0.7878787878787878
BBD Govt college chimanpura, BBD govt.collage chimnpura, score:0.8888888888888888
BBD Govt college chimanpura, Bbd college chimnpura, score:0.7777777777777778
A. V. N madar Ajmer, Avn Madar AJMER, score:0.7894736842105263
Birla Shishu Vihar (BSV) Pilani, Birla Shishu Vihar, Pilani, score:0.8064516129032258
Birla Shishu Vihar (BSV) Pilani, Birla shishu vihar pilani, score:0.8064516129032258
Birla Shishu vihar, Birla shisu vihar, score:0.9444444444444444
Army Public School, Bikaner, Army public school Bikanee, score:0.9259259259259259
Army Public School, Bikaner, Army public school bikaner, score:0.962962962962963
ARMY PUBLIC SCHOOL LALGARH, Army public school ganganagar, score:0.7586206896551724
Army public school  ,  Rajesthan., Army public school, Rajesthan, score:0.8787878787878788
KENDRIYA VIDYALAYA-1, Kendriya Vidhalay, score:0.8
KENDRIYA VIDYALAYA-1, Kendriya vidyalaya, score:0.9
AVM sec. School bijaynagar, Avm school bijaynagar, score:0.8076923076923077
KENDRIYA VIDHYALAYA NO. 2 AIRFORCE JODHPUR, Kendriya Vidyalaya No 2 AFS Jodhpur, score:0.8095238095238095
KENDRIYA VIDHYALAYA NO. 2 AIRFORCE JODHPUR, Kendriya vidyalaya No. 2(AFS), Jodhpur, score:0.8095238095238095
KENDRIYA VIDHYALAYA NO. 2 AIRFORCE JODHPUR, Kendriya vidyalaya No2(AFS) jodhpur, score:0.7619047619047619
KENDRIYA VIDHYALAYA NO. 2 AIRFORCE JODHPUR, Kendriya vidyalaya no.2 afs jodhpur, score:0.8095238095238095
KV2 AFS JODHPUR, Kv2afs Jodhpur, score:0.9333333333333333
Rajkeeya uccha madhyamik vidyalaya, Rajkiy uchch madhyamik vidyalay, score:0.8235294117647058
K. V. S no. 2 AFS Jodhpur, KV NO.2 AFS JODHPUR, score:0.76
K. V. S no. 2 AFS Jodhpur, KV No 2 AFS JODHPUR, score:0.76
K. V. S no. 2 AFS Jodhpur, KV No. 2 AFS JODHPUR, score:0.8
KENDRIYA VIDYALAYA NO. 2, Kendriya Vidyalaya, score:0.75
KV No.2 Air Force Station Jodhpur, Kv 2 Air force station Jodhpur, score:0.9090909090909091
Kv 2, Kv2, score:0.75
G.S.S.S CHAAKGUDA, GSSS CHAKGUDA, score:0.7647058823529411
GSSS PUNJABERI, GSSS SUDABERI, score:0.7857142857142857
Govt Senior secondary school Aalpura, Govt. Senior secondary school- Ratanpur, score:0.8461538461538461
Govt Senior secondary school Aalpura, Govt.Senior Secondary School Dabad, score:0.8055555555555556
G S S S SANPA, G SSS SANPA, score:0.8461538461538461
G S S S SANPA, Gsss  Sanpa, score:0.7692307692307692
G S S S SANPA, Gsss sanpa, score:0.7692307692307692
Sanpa sindhari barmer, Sanpa sindhari darmer, score:0.9523809523809523
राजकीय उच्च प्राथमिक विद्यालय सणपा, राजकीय उच्च प्राथमिक विद्यालय सनपा, score:0.9705882352941176
राजकीय उच्च माध्यमिक विद्यालय होडू, राजकीय उच्च माध्यमिक विद्यालय, बांड, score:0.8571428571428572
Govt.s.s.s.hodu, ‌govt. s.s.s hodu, score:0.8235294117647058
GPS RATNANIYO KI DHANI, GPS bhatiyo ki dhani, score:0.7727272727272727
G.s.s school loharwa, G.s.s.school loharwa, score:0.95
Govt. Se. Sec. School Arniyali Barmer, Govt. Ser. Sec. School Arniyali, score:0.7837837837837838
GSSS ARNIYALI, GsssArniyali, score:0.9230769230769231
GSSS ARNIYALI, Gsssarniyaly, score:0.8461538461538461
G.s.s school loharwa, g. s. s. school loharwa, score:0.8695652173913043
Aadarsh Vidhya Mandir Madhyamik Pokaran, Aadarsh Vidhya Mandir madhyamik p0karan, score:0.9743589743589743
Aadarsh Vidhya Mandir Madhyamik Pokaran, Aadarsh Vidya Mandir madhyamik pokaran, score:0.9743589743589743
Aadarsh Vidhya Mandir Madhyamik Pokaran, Aadarsh vidhya Mandir balika pokaran, score:0.8205128205128205
Aadarsh Vidhya Mandir Madhyamik Pokaran, Aadarsh vidiya Mandir madhyamik phalodi, score:0.8205128205128205
Aadarsh Vidhya Mandir Madhyamik Pokaran, Aadarsh vidiya mandir balika pokaran, score:0.7948717948717949
Adars Vidya mandir secondary school, Adarsh Vidya mandir secendary pokran, score:0.7777777777777778
Adarsh Vidya mandir pokaran, Adarsh vidhya mandir, Pokran, score:0.8928571428571429
आदर्श विद्या मंदिर बालिका पोकरण, आदर्श विद्या मंदिर माध्यमिक पोकरण, score:0.8181818181818181
आदर्श विद्या मंदिर माध्यमिक नाचना, आदर्श विद्या मंदिर माध्यमिक लंगेरा, score:0.8529411764705882
St. Peter's School, St.Peter's School, score:0.9444444444444444
Kendriy vidhyalay rajkot, Kendriya Vidhyalaya, Rajkot, score:0.8888888888888888
Kendriy vidhyalay rajkot, Kendriya vidhyalaya rajkot, score:0.9230769230769231
Kendriy vidhyalay rajkot, Kendriya vidyalaya Rajkot, score:0.88
Kandreya Vidhyalaya, Kendriya Vidhyalaya, score:0.8947368421052632
Kendriya Vidhyalaya Rajkot, Kendriya vidyalaya rajkot, score:0.9615384615384616
Kendriy Vidyalay, Rajkot, Kendriya Vidyalaya Rajkot, score:0.92
Kendriya Vidyalaya, Kendriya vidhalaya, score:0.9444444444444444
K V S Rajkot, KVS Rajkot, score:0.8333333333333334
Kandriya Vidyalaya Rakot, Kendriya Vidayalaya rajkot, score:0.8846153846153846
Kandriya Vidyalaya Rakot, Kendriya Vidyalay, Rajkot, score:0.88
Kandriya Vidyalaya Rakot, Kendriya Vidyalaya Rajkot, score:0.92
Kendriya Vidyalaya Sangathan, Kendriya Vidyalaya Sangathan Rajkot, score:0.8
Kandriya Vidyalaya Rakot, Kendriya Vidyalaya, Rajkot, score:0.8846153846153846
Kandriya Vidyalaya Rakot, Kendriya vidhyalay rajkot, score:0.84
Kandriya Vidyalaya Rakot, Kendriya vidhyalaya rajkot, score:0.8846153846153846
Kandriya Vidyalaya Rakot, kendriya vidyalay Rajkot, score:0.875
K V S Rajkot, kv rajkot, score:0.75
Kendriya vidyalay rajkot, Kendriya vidyalaya rajkot, score:0.96
L..D. art's college, L.D Art's college, score:0.8947368421052632
Kendriya Vidayalaya Rajkot, Kendriya Vidyalaya Rajkot, score:0.9615384615384616
Kendriya vidhyalay, Kendriya vudhyalay, score:0.9444444444444444
Kendriya vidhyala Afs 1 jamnagar, Kendriya vidyalaya No.1 Jamnagar, score:0.8125
Nand vidhya niketan, Nand vidya niketan, score:0.9473684210526316
Shree Satya Sai Vidhayalai, Shree Satya Sai Vidhyalay, score:0.9230769230769231
